SNORD113-8,Hepatocellular carcinoma
SNORD113-8,Heart failure
SNORD113-9,Lung cancer
SNORD113-9,Cerebral cavernous malformations
SNORD114-1,Lung cancer
SNORD114-1,Cerebral cavernous malformations
SNORD114-1,Gastric cancer
SNORD114-1,Hepatocellular carcinoma
SNORD114-1,Acute promyelocytic leukemia
SNORD114-1,Heart failure
SNORD114-10,Ovarian cancer
SNORD114-11,Ovarian cancer
SNORD114-12,West nile virus infection
SNORD114-12,Lung cancer
SNORD114-12,Cerebral cavernous malformations
SNORD114-12,Gastric cancer
SNORD114-12,Oral squamous cell carcinoma
SNORD114-13,Gastric cancer
SNORD114-14,West nile virus infection
SNORD114-14,Gastric cancer
SNORD114-15,Lung cancer
SNORD114-15,Gastric cancer
SNORD114-17,Lung cancer
SNORD114-17,Gastric cancer
SNORD114-17,Uterine leiomyoma
SNORD114-2,Ovarian cancer
SNORD114-20,Gastric cancer
SNORD114-21,Lung cancer
SNORD114-21,Gastric cancer
SNORD114-22,Cerebral cavernous malformations
SNORD114-22,Gastric cancer
SNORD114-22,Oral squamous cell carcinoma
SNORD114-23,Cerebral cavernous malformations
SNORD114-23,Gastric cancer
SNORD114-25,Gastric cancer
SNORD114-26,Cerebral cavernous malformations
SNORD114-26,Gastric cancer
SNORD114-28,Gastric cancer
SNORD114-29,Gastric cancer
SNORD114-3,Lung cancer
SNORD114-3,Gastric cancer
SNORD114-5,Gastric cancer
SNORD114-9,Gastric cancer
SNORD115-1,Lung cancer
SNORD115-1,Breast cancer
SNORD115-1,Prader-willi syndrome
SNORD115-10,Cerebral cavernous malformations
SNORD115-13,Hepatocellular carcinoma
SNORD115-15,Cerebral cavernous malformations
SNORD115-16,Cerebral cavernous malformations
SNORD115-21,Cerebral cavernous malformations
SNORD115-23,Cerebral cavernous malformations
SNORD115-31,Hepatocellular carcinoma
SNORD115-31,Liver cirrhosis
SNORD115-32,Cerebral cavernous malformations
SNORD115-33,Cerebral cavernous malformations
SNORD115-40,Cerebral cavernous malformations
SNORD115-42,Cerebral cavernous malformations
SNORD115-8,Cerebral cavernous malformations
SNORD116@,Prostate cancer
SNORD116@,Prader-willi syndrome
SNORD116-1,Gastric cancer
SNORD116-15,Cerebral cavernous malformations
SNORD116-16,Gastric cancer
SNORD116-2,Gastric cancer
SNORD116-20,Gastric cancer
SNORD116-21,Cerebral cavernous malformations
SNORD116-21,Gastric cancer
SNORD116-24,Cerebral cavernous malformations
SNORD116-24,Hepatocellular carcinoma
SNORD116-25,Gastric cancer
SNORD116-25,Dysregulated immunity
SNORD116-29,Cerebral cavernous malformations
SNORD116-3,Gastric cancer
SNORD117,Gastric cancer
SNORD117,Prostate cancer
SNORD117,Dysregulated immunity
SNORD118,Breast cancer
SNORD118,Oral squamous cell carcinoma
SNORD119,Gastric cancer
SNORD11B,Lung cancer
SNORD11B,Dysregulated immunity
SNORD12,Gastric cancer
SNORD12,Dysregulated immunity
SNORD121A,Lung cancer
SNORD121A,Hepatocellular carcinoma
SNORD121B,Gastric cancer
SNORD121B,Liver cirrhosis
SNORD121B,Early hepatocellular carcinoma
SNORD123,Colorectal cancer
