0,619568
1,677841
2,94161
3,100033453
4,677830
5,677827
6,677800
7,677825
8,619498
9,26812
10,574042
11,26795
12,26798
13,26791
14,677808
15,677804
16,692075
17,595099
18,26822
19,26818
20,677820
21,100033799
22,26805
23,692227
24,692158
25,6080
26,26778
27,100033817
28,100033810
29,100033448
30,100033803
31,100033603
32,677811
33,100033460
34,338429
35,338428
36,9298
37,26821
38,677812
39,100033822
40,677777
41,677781
42,9300
43,6044
44,9297
45,692149
46,677814
47,26810
48,677780
49,9302
50,677847
51,654322
52,100033807
53,654319
54,677805
55,26770
56,26808
57,26784
58,100033437
59,26813
60,677774
61,677813
62,26807
63,677822
64,692226
65,26799
66,677768
67,692208
68,26816
69,677834
70,692195
71,116938
72,677807
73,26811
74,26779
75,100033800
76,677767
77,677809
78,26777
79,692199
80,100033450
81,619562
82,26775
83,619571
84,6083
85,26801
86,677793
87,677848
88,692233
89,26804
90,692207
91,677803
92,677849
93,26787
94,100033458
95,100033455
96,100033456
97,677799
98,85388
99,641451
100,677798
101,26765
102,594837
103,100033808
104,692196
105,94162
106,100033445
107,100033804
108,677819
109,684959
110,619563
111,654320
112,6079
113,677770
114,692223
115,26800
116,26814
117,100033451
118,677833
119,677823
120,100033443
121,692201
122,26766
123,619565
124,595100
125,26792
126,9301
127,26793
128,114599
129,652965
130,677826
131,26771
132,26776
133,9303
134,26772
135,100033447
136,677773
137,654321
138,692229
139,677837
140,677801
141,26773
142,619569
143,7012
144,100379141
145,6043
146,677792
147,692063
148,116936
149,26790
150,26789
151,574040
152,677835
153,26781
154,677769
155,692093
156,26786
157,595098
158,619505
159,677831
160,9299
161,100033441
162,26802
163,677778
164,26819
165,26774
166,25826
167,8944
168,26820
169,26788
170,26780
171,595097
172,780851
173,6082
174,116937
175,677815
176,100033449
177,100033446
178,677806
179,692148
180,619570
181,100033802
182,677765
183,677794
184,594839
185,692225
186,677771
187,677821
188,26817
189,26785
190,677838
191,100033454
192,692076
193,619499
194,677802
195,677772
196,677776
197,692073
198,84546
199,91380
200,26815
201,677817
202,767610
203,767580
204,101340251
205,692211
206,692213
207,100033818
208,767581
209,692058
210,109616960
211,109616959
212,767593
213,26768
214,100033440
215,100302743
216,100873856
217,100124534
218,767595
219,767564
220,109616968
221,767588
222,692084
223,780852
224,26851
225,109616969
226,109616999
227,767604
228,26782
229,100033812
230,109617023
231,594838
232,109617003
233,109616967
234,100033444
235,780854
236,109616958
237,85389
238,767569
239,767563
240,767590
241,692110
242,109616992
243,767577
244,107397392
245,767594
246,109617011
247,677810
248,100033809
249,677845
250,677846
251,677818
252,100113380
253,767598
254,692072
255,26769
256,677795
257,100033816
258,109617000
259,767592
260,109616978
261,100379250
262,692111
263,692107
264,767606
265,109616972
266,767591
267,780853
268,767567
269,692106
270,26806
271,767599
272,109616994
273,767596
274,109617012
275,677843
276,109616962
277,109617022
278,109616998
279,767566
280,767611
281,767600
282,692198
283,692091
284,692214
285,677844
286,100033442
287,767585
288,100337591
289,109616963
290,767608
291,767609
292,338433
293,677816
294,109617008
295,100033811
296,767603
297,767605
298,109616965
299,100379132
300,109617001
301,109616980
302,109617010
303,767597
304,692215
305,109616976
306,652966
307,692210
308,109616981
309,767583
310,767612
311,100033814
312,109616964
313,767578
314,26797
315,692053
316,619564
317,85390
318,677828
319,767579
320,767582
321,109616997
322,677842
323,100113402
324,767568
325,109616973
326,692085
327,100124535
328,100033423
329,100033433
330,100033427
331,100113391
332,767561
333,100113384
334,692204
335,677824
336,692090
337,692212
338,100113381
339,100033436
340,100033821
341,692200
342,677829
343,26783
344,100033426
345,100124536
346,100033428
347,692087
348,100158262
349,100124539
350,677840
351,100033431
352,100113393
353,100033422
354,677681
355,677839
356,100124538
357,26767
358,100124540
359,100033435
360,100113389
361,100033430
362,692234
363,692235
364,100033413
365,692206
366,100033419
367,100033417
368,692203
369,100033414
370,677775
371,727676
372,677763
373,100113379
374,767584
375,85391
376,767562
377,692092
378,100033418
379,100124516
380,100113382
381,692088
382,100033429
383,727708
384,101340250
385,692209
386,100033416
387,100033415
388,100033421
389,677679
390,100124541
391,677836
392,619567
393,100033439
394,100124537
395,100033420
396,100113378
397,100113392
398,692197
399,106633801
400,106635532
401,106635534
402,106635530
403,106635546
404,106635615
405,106633816
406,106635523
407,106635541
408,106635531
409,106635544
410,106635522
411,106635528
412,106635542
413,106635547
414,106635521
415,106635539
416,106633810
417,106633814
418,106635533
419,106635543
420,106635526
421,107399301
422,106633805
423,106633803
424,106633806
425,109623469
426,109623451
427,109623463
428,109616977
429,109617006
430,109623459
431,109616975
432,109616971
433,107399303
434,26843
435,109623458
436,109623450
437,109623487
438,109617005
439,109729112
440,109623484
441,109623472
442,677850
443,109617013
444,114655
445,109623453
446,109623461
447,109623462
448,109617002
449,109623477
450,109623454
451,109623485
452,109616991
453,109617004
454,109616974
455,109623452
456,109623467
457,109616970
458,109623455
459,109623471
460,109616982
461,109623475
462,109623464
463,109623488
464,109623480
465,109617024
466,109623481
467,109623482
468,109616961
469,109623483
470,109616995
471,109623479
472,106635682
473,109616979
474,677766
475,100033805
476,100036564
477,94163
478,692157
479,100033806
480,692109
481,692205
482,26796
483,767565
484,109616993
485,9304
486,100873857
487,767589
488,692057
489,100033801
490,677797
491,677796
492,100033434
493,100033432
494,101340252
495,100033424
496,677832
497,100033425
498,26809
499,100033438
500,641648
501,692089
502,100033820
503,606500
504,692202
505,106635525
506,106633804
507,106635548
508,106635524
509,106635545
510,106635540
511,106632271
512,106635549
513,106635520
514,106635550
515,106633800
516,106633808
517,109623457
518,109623476
519,109623473
520,109623468
521,109623465
522,109623474
523,109623478
524,109617009
525,107397391
526,109617007
527,109623460
528,109617014
529,100033813
530,692108
531,347686
532,692086
533,100033815
534,619383
535,319103
536,106635683
537,106635684
538,109623466
539,109623470
540,109623486
541,109623456
542,677885
543,677882
544,100036566
545,100036565
546,100036563
547,100036567
548,109616986
549,109616988
550,109616989
551,109617020
552,109617019
553,109617021
554,109617018
555,100124533
556,338427
557,109617016
558,106635529
559,106633809
560,109617017
561,109616983
562,109617025
563,109616985
564,109616996
565,109616987
566,319139
567,109616966
568,109617015
569,109616984
570,109616990
